,cidade_estado,endereco,lat_lon,latitude,longitude
201,"Campo redondo, Não Informado","Round Camp, São Pedro da Aldeia - State of Rio de Janeiro, 28940-000, Brazil","(-22.8364702, -42.0707589)",-22.8364702,-42.0707589
202,"Campo redondo, Rio Grande do Norte","Campo Redondo - State of Rio Grande do Norte, Brazil","(-6.242127, -36.1829842)",-6.242127,-36.1829842
203,"Campos belos, Goiás","Campos Belos - State of Goiás, Brazil","(-13.035406, -46.7685519)",-13.035406,-46.7685519
204,"Campos dos goytacazes, Rio de Janeiro","Campos dos Goytacazes - State of Rio de Janeiro, Brazil","(-21.7587303, -41.3267187)",-21.7587303,-41.3267187
205,"Campos sales, Ceará","Campos Sales - State of Ceará, Brazil","(-7.0743185, -40.3715572)",-7.0743185,-40.3715572
206,"Canapi, Alagoas","Canapi - State of Alagoas, 57530-000, Brazil","(-9.1510757, -37.5108091)",-9.1510757,-37.5108091
207,"Canarana, Bahia","Canarana - State of Bahia, Brazil","(-11.6863755, -41.76680899999999)",-11.6863755,-41.76680899999999
208,"Canavieiras, Bahia","Canavieiras - State of Bahia, 45860-000, Brazil","(-15.6773592, -38.94520989999999)",-15.6773592,-38.94520989999999
209,"Canela, Rio Grande do Sul","Canela, RS, 95680-000, Brazil","(-29.3564931, -50.8124263)",-29.3564931,-50.8124263
210,"Canguaretama, Rio Grande do Norte","Canguaretama, RN, 59190-000, Brazil","(-6.3810573, -35.1301043)",-6.3810573,-35.1301043
211,"Canindé, Ceará","Canindé - State of Ceará, Brazil","(-4.3580865, -39.3137855)",-4.3580865,-39.3137855
212,"Canoas, Rio Grande do Sul","Canoas - RS, Brazil","(-29.9188183, -51.1585398)",-29.9188183,-51.1585398
213,"Cantanhede, Maranhão","Cantanhede - State of Maranhão, 65465-000, Brazil","(-3.5968727, -44.2857937)",-3.5968727,-44.2857937
214,"Canápolis, Minas Gerais","Canápolis - State of Minas Gerais, 38380-000, Brazil","(-18.7222597, -49.2039238)",-18.7222597,-49.2039238
215,"Capanema, Pará","Capanema, State of Pará, Brazil","(-1.2056483, -47.178192)",-1.2056483,-47.178192
216,"Capistrano, Ceará","Capistrano - State of Ceará, Brazil","(-4.468461899999999, -38.899527)",-4.468461899999999,-38.899527
217,"Capivari, São Paulo","Capivari, State of São Paulo, 13360-000, Brazil","(-22.9946056, -47.50945979999999)",-22.9946056,-47.50945979999999
218,"Caracol, Piauí","Caracol - State of Piauí, Brazil","(-9.2805357, -43.3284528)",-9.2805357,-43.3284528
219,"Carajas, Pará","Carajás Mountains, Parauapebas - State of Pará, 68515-000, Brazil","(-6.276943999999999, -50.581667)",-6.276943999999999,-50.581667
220,"Carajás - parauapebas, Pará","Carajás, Parauapebas - PA, 68515-000, Brazil","(-6.0703064, -50.0666951)",-6.0703064,-50.0666951
221,"Carapicuíba, São Paulo","Carapicuiba - Vila Dirce, Carapicuíba - State of São Paulo, Brazil","(-23.5239623, -46.8411243)",-23.5239623,-46.8411243
222,"Caratinga, Minas Gerais","Caratinga - State of Minas Gerais, Brazil","(-19.7221668, -41.8799408)",-19.7221668,-41.8799408
223,"Carauari, Amazonas","Carauari - State of Amazonas, 69500-000, Brazil","(-4.881702, -66.9045726)",-4.881702,-66.9045726
224,"Caraubas, Rio Grande do Norte","Caraúbas - State of Rio Grande do Norte, Brazil","(-5.7851377, -37.5598274)",-5.7851377,-37.5598274
225,"Caraúbas, Rio Grande do Norte","Caraúbas - State of Rio Grande do Norte, Brazil","(-5.7851377, -37.5598274)",-5.7851377,-37.5598274
226,"Cariacica, Espírito Santo","Cariacica - State of Espírito Santo, Brazil","(-20.2844662, -40.4312584)",-20.2844662,-40.4312584
227,"Carmópolis de minas, Minas Gerais","Carmópolis de Minas, State of Minas Gerais, 35534-000, Brazil","(-20.540812, -44.6386557)",-20.540812,-44.6386557
228,"Carnaubais, Rio Grande do Norte","Carnaubais - State of Rio Grande do Norte, Brazil","(-5.3393443, -36.83335780000001)",-5.3393443,-36.83335780000001
229,"Carnaúba dos dantas, Não Informado","Carnaúba dos Dantas - State of Rio Grande do Norte, Brazil","(-6.556535299999999, -36.59150030000001)",-6.556535299999999,-36.59150030000001
230,"Carnaúba dos dantas, Rio Grande do Norte","Carnaúba dos Dantas - State of Rio Grande do Norte, Brazil","(-6.556535299999999, -36.59150030000001)",-6.556535299999999,-36.59150030000001
231,"Carpina, Pernambuco","Carpina - State of Pernambuco, Brazil","(-7.845017799999999, -35.243718)",-7.845017799999999,-35.243718
232,"Caruaru, Pernambuco","Caruaru - Picada, Caruaru - PE, Brazil","(-8.276017999999999, -35.9819367)",-8.276017999999999,-35.9819367
233,"Casca, Rio Grande do Sul","Casca - RS, Brazil","(-28.6120229, -51.95801640000001)",-28.6120229,-51.95801640000001
234,"Cascavel, Ceará","Cascavel - State of Ceará, Brazil","(-4.132914299999999, -38.2471064)",-4.132914299999999,-38.2471064
235,"Cascavel, Paraná","Cascavel - Aroeira, Cascavel - PR, Brazil","(-24.9577771, -53.45951119999999)",-24.9577771,-53.45951119999999
236,"Castanhal, Pará","Castanhal, PA, Brazil","(-1.2962162, -47.9190546)",-1.2962162,-47.9190546
237,"Castelo do piauí, Piauí","Castelo do Piauí - State of Piauí, Brazil","(-5.323618, -41.5495442)",-5.323618,-41.5495442
238,"Catalão, Goiás","Catalão, GO, Brazil","(-18.1660958, -47.9444845)",-18.1660958,-47.9444845
239,"Catarina, Ceará","Catarina - State of Ceará, Brazil","(-6.133646499999999, -39.8788171)",-6.133646499999999,-39.8788171
240,"Catende, Pernambuco","Catende - State of Pernambuco, Brazil","(-8.6679698, -35.7218229)",-8.6679698,-35.7218229
241,"Catole do rocha, Paraíba","Catolé, Catolé do Rocha - PB, 58884-000, Brazil","(-6.316667, -37.683333)",-6.316667,-37.683333
242,"Catolé do rocha, Paraíba","Catolé do Rocha - State of Paraíba, Brazil","(-6.349022799999999, -37.7461208)",-6.349022799999999,-37.7461208
243,"Catu, Bahia","Catu, BA, 48110-000, Brazil","(-12.3713805, -38.3852123)",-12.3713805,-38.3852123
244,"Caucaia, Ceará","Caucaia - State of Ceará, Brazil","(-3.7203049, -38.6663911)",-3.7203049,-38.6663911
245,"Caxias do sul, Rio Grande do Norte","Rua Luiz Michielon, 757 - Cruzeiro, Caxias do Sul - RS, 95074-387, Brazil","(-29.1699622, -51.1455735)",-29.1699622,-51.1455735
246,"Caxias do sul, Rio Grande do Sul","Caxias do Sul - Galópolis, Caxias do Sul - RS, Brazil","(-29.1634031, -51.1796683)",-29.1634031,-51.1796683
247,"Caxias, Maranhão","Caxias - State of Maranhão, Brazil","(-4.866295699999999, -43.3623207)",-4.866295699999999,-43.3623207
248,"Caçapava do sul, Rio Grande do Sul","Caçapava do Sul - RS, 96570-000, Brazil","(-30.5147102, -53.4830036)",-30.5147102,-53.4830036
249,"Caçapava, São Paulo","Caçapava, SP, Brazil","(-23.0996965, -45.7080824)",-23.0996965,-45.7080824
250,"Ceara  -  mirim, Rio Grande do Norte","Ceará-Mirim, State of Rio Grande do Norte, 59570-000, Brazil","(-5.6395379, -35.4237292)",-5.6395379,-35.4237292
251,"Ceara - mirim, Rio Grande do Norte","Ceará-Mirim, State of Rio Grande do Norte, 59570-000, Brazil","(-5.6395379, -35.4237292)",-5.6395379,-35.4237292
252,"Ceara mirim, Rio Grande do Norte","Ceará-Mirim, State of Rio Grande do Norte, 59570-000, Brazil","(-5.6395379, -35.4237292)",-5.6395379,-35.4237292
253,"Ceara- mirim, Rio Grande do Norte","Ceará-Mirim, State of Rio Grande do Norte, 59570-000, Brazil","(-5.6395379, -35.4237292)",-5.6395379,-35.4237292
254,"Ceara-mirim, Rio Grande do Norte","Ceará-Mirim, State of Rio Grande do Norte, 59570-000, Brazil","(-5.6395379, -35.4237292)",-5.6395379,-35.4237292
255,"Ceará - mirim, Rio Grande do Norte","Ceará-Mirim, State of Rio Grande do Norte, 59570-000, Brazil","(-5.6395379, -35.4237292)",-5.6395379,-35.4237292
256,"Ceará-mirim, Não Informado","Ceará-Mirim, State of Rio Grande do Norte, 59570-000, Brazil","(-5.6395379, -35.4237292)",-5.6395379,-35.4237292
257,"Ceará-mirim, Rio Grande do Norte","Ceará-Mirim, State of Rio Grande do Norte, 59570-000, Brazil","(-5.6395379, -35.4237292)",-5.6395379,-35.4237292
258,"Cedro, Ceará","Cedro - State of Ceará, Brazil","(-6.6041123, -39.0586552)",-6.6041123,-39.0586552
259,"Cedro, Pernambuco","Cedro - State of Pernambuco, 56130-000, Brazil","(-7.719768999999999, -39.2380116)",-7.719768999999999,-39.2380116
260,"Ceilândia, Distrito Federal","Ceilândia, Brasília - DF, Brazil","(-15.821435, -48.114201)",-15.821435,-48.114201
261,"Ceres, Goiás","Ceres - State of Goiás, Brazil","(-15.3065101, -49.6004616)",-15.3065101,-49.6004616
262,"Cerro corá, Não Informado","R. Cerro Corá, São Paulo - SP, Brazil","(-23.5384398, -46.708172)",-23.5384398,-46.708172
263,"Cerro corá, Rio Grande do Norte","Cerro Corá - State of Rio Grande do Norte, Brazil","(-6.0352549, -36.3465789)",-6.0352549,-36.3465789
264,"Chapecó, Santa Catarina","Chapecó, SC, Brazil","(-27.1009343, -52.615699)",-27.1009343,-52.615699
265,"Chã grande, Pernambuco","Chã Grande - State of Pernambuco, Brazil","(-8.2415743, -35.457379)",-8.2415743,-35.457379
266,"Codó, Maranhão","Codó, State of Maranhão, 65400-000, Brazil","(-4.4605557, -43.88945)",-4.4605557,-43.88945
267,"Colatina, Espírito Santo","Colatina, ES, Brazil","(-19.5262632, -40.6351179)",-19.5262632,-40.6351179
268,"Conceição da feira, Bahia","Conceição da Feira - State of Bahia, Brazil","(-12.5029708, -39.0009932)",-12.5029708,-39.0009932
269,"Conceição de macabu, Rio de Janeiro","Conceição de Macabu, RJ, 28740-000, Brazil","(-22.0838675, -41.8722789)",-22.0838675,-41.8722789
270,"Conceição do almeida, Bahia","Conceição do Almeida - State of Bahia, Brazil","(-12.7793553, -39.1699224)",-12.7793553,-39.1699224
271,"Conceição do jacuípe, Bahia","Conceição do Jacuípe - State of Bahia, Brazil","(-12.330524, -38.7670952)",-12.330524,-38.7670952
272,"Conceição, Paraíba","Conceição - State of Paraíba, Brazil","(-7.5535367, -38.5039883)",-7.5535367,-38.5039883
273,"Concórdia, Santa Catarina","Concórdia, State of Santa Catarina, 89700-000, Brazil","(-27.2331134, -52.0275531)",-27.2331134,-52.0275531
274,"Condado, Paraíba","Condado - State of Paraíba, Brazil","(-6.910097899999999, -37.5989283)",-6.910097899999999,-37.5989283
275,"Condado, Pernambuco","Condado - State of Pernambuco, Brazil","(-7.5860554, -35.100722)",-7.5860554,-35.100722
276,"Conquista, Minas Gerais","Conquista - State of Minas Gerais, 38195-000, Brazil","(-19.9380387, -47.5442563)",-19.9380387,-47.5442563
277,"Conselheiro lafaiete, Minas Gerais","Conselheiro Lafaiete, MG, 36400-000, Brazil","(-20.6639305, -43.7850227)",-20.6639305,-43.7850227
278,"Contagem, Minas Gerais","Contagem - Parque Industrial, Contagem - State of Minas Gerais, Brazil","(-19.9161508, -44.0808763)",-19.9161508,-44.0808763
279,"Coreaú, Ceará","Coreaú - State of Ceará, Brazil","(-3.5512119, -40.6531633)",-3.5512119,-40.6531633
280,"Coremas, Paraíba","Coremas, PB, 58770-000, Brazil","(-7.0177073, -37.9467846)",-7.0177073,-37.9467846
281,"Coroatá, Maranhão","Coroatá - State of Maranhão, Brazil","(-4.055821, -44.1720266)",-4.055821,-44.1720266
282,"Coronel ezequiel, Paraíba","R. Sen. Georgino Avelino, 100, Cel. Ezequiel - RN, 59220-000, Brazil","(-6.3812868, -36.2165524)",-6.3812868,-36.2165524
283,"Coronel ezequiel, Rio Grande do Norte","Coronel Ezequiel - State of Rio Grande do Norte, Brazil","(-6.3489502, -36.1979764)",-6.3489502,-36.1979764
284,"Coronel fabriciano, Minas Gerais","Coronel Fabriciano - State of Minas Gerais, Brazil","(-19.5190218, -42.62825369999999)",-19.5190218,-42.62825369999999
285,"Coronel joão pessoa, Rio Grande do Norte","Coronel João Pessoa - State of Rio Grande do Norte, Brazil","(-6.260866200000001, -38.4432844)",-6.260866200000001,-38.4432844
286,"Corumbá, Mato Grosso do Sul","Corumbá, State of Mato Grosso do Sul, Brazil","(-19.0081688, -57.65155029999999)",-19.0081688,-57.65155029999999
287,"Cosmópolis, São Paulo","Cosmópolis - State of São Paulo, Brazil","(-22.640065, -47.1933433)",-22.640065,-47.1933433
288,"Cotia, São Paulo","Cotia - Caucaia do Alto, Cotia - State of São Paulo, Brazil","(-23.6026684, -46.9194693)",-23.6026684,-46.9194693
289,"Coxim, Mato Grosso do Sul","Coxim - State of Mato Grosso do Sul, 79400-000, Brazil","(-18.5029929, -54.7492312)",-18.5029929,-54.7492312
290,"Crateús, Ceará","Crateús, CE, 63700-000, Brazil","(-5.178204, -40.6695522)",-5.178204,-40.6695522
291,"Crato, Ceará","Crato, CE, Brazil","(-7.229957199999999, -39.4122984)",-7.229957199999999,-39.4122984
292,"Criciúma, Santa Catarina","Criciúma - State of Santa Catarina, Brazil","(-28.6726329, -49.3733541)",-28.6726329,-49.3733541
293,"Cristalina, Goiás","Cristalina - State of Goiás, 73850-000, Brazil","(-16.7754839, -47.6126678)",-16.7754839,-47.6126678
294,"Cristalândia, Tocantins","Cristalândia - State of Tocantins, Brazil","(-10.5880461, -49.4466005)",-10.5880461,-49.4466005
295,"Cruz alta, Rio Grande do Sul","Cruz Alta, RS, Brazil","(-28.6454883, -53.605355)",-28.6454883,-53.605355
296,"Cruz das almas, Bahia","Cruz das Almas, State of Bahia, 44380-000, Brazil","(-12.6735557, -39.1016848)",-12.6735557,-39.1016848
297,"Cruzeiro do oeste, Paraná","Cruzeiro do Oeste, PR, 87400-000, Brazil","(-23.7834562, -53.0762805)",-23.7834562,-53.0762805
298,"Cruzeiro do sul, Acre","Cruzeiro do Sul - State of Acre, Brazil","(-7.627995199999999, -72.6762232)",-7.627995199999999,-72.6762232
299,"Cruzeiro, São Paulo","Cruzeiro, SP, Brazil","(-22.573256, -44.9693894)",-22.573256,-44.9693894
300,"Cruzeta, Não Informado","Cruzeta - State of Rio Grande do Norte, Brazil","(-6.412325999999999, -36.78764960000001)",-6.412325999999999,-36.78764960000001
301,"Cruzeta, Rio Grande do Norte","Cruzeta - State of Rio Grande do Norte, Brazil","(-6.412325999999999, -36.78764960000001)",-6.412325999999999,-36.78764960000001
302,"Cubati, Paraíba","Cubati - State of Paraíba, Brazil","(-6.8705872, -36.3281377)",-6.8705872,-36.3281377
303,"Cubatão, São Paulo","Cubatão, SP, Brazil","(-23.8916151, -46.4244141)",-23.8916151,-46.4244141
304,"Cuiabá, Mato Grosso","Cuiabá - Coxipó da Ponte, Cuiabá - State of Mato Grosso, Brazil","(-15.6014109, -56.0978917)",-15.6014109,-56.0978917
305,"Cuité, Paraíba","Cuité, PB, 58175-000, Brazil","(-6.484823599999999, -36.153902)",-6.484823599999999,-36.153902
306,"Curimatá, Piauí","Curimatá - State of Piauí, Brazil","(-10.0351507, -44.3031015)",-10.0351507,-44.3031015
307,"Curitiba, Paraná","Curitiba - State of Paraná, Brazil","(-25.4808762, -49.3044253)",-25.4808762,-49.3044253
308,"Curitibanos, Santa Catarina","Curitibanos, SC, 89520-000, Brazil","(-27.282855, -50.5821037)",-27.282855,-50.5821037
309,"Currais novos, Bahia","Praça Dezenove de Março 562 - JK, Currais Novos - RN, 59380-000, Brazil","(-6.2599478, -36.5192397)",-6.2599478,-36.5192397
310,"Currais novos, Não Informado","Currais Novos - State of Rio Grande do Norte, Brazil","(-6.25791, -36.521055)",-6.25791,-36.521055
311,"Currais novos, Rio Grande do Norte","Currais Novos - State of Rio Grande do Norte, Brazil","(-6.25791, -36.521055)",-6.25791,-36.521055
312,"Currais novos, Rio de Janeiro","Tijuca Office Center - Rua Conde de Bonfim, 120 - Sala 909 - Tijuca, Rio de Janeiro - RJ, 20520-053, Brazil","(-22.9248931, -43.2254288)",-22.9248931,-43.2254288
313,"Cururupu, Maranhão","Cururupu - State of Maranhão, Brazil","(-1.8244561, -44.87309690000001)",-1.8244561,-44.87309690000001
314,"Cáceres, Mato Grosso","Cáceres - State of Mato Grosso, Brazil","(-16.0671623, -57.6827286)",-16.0671623,-57.6827286
315,"Cândido mota, São Paulo","Cândido Mota, SP, 19880-000, Brazil","(-22.7466667, -50.3880476)",-22.7466667,-50.3880476
316,"Delmiro gouveia, Alagoas","Delmiro Gouveia - State of Alagoas, 57480-000, Brazil","(-9.379662399999999, -38.0007321)",-9.379662399999999,-38.0007321
317,"Diadema, São Paulo","Diadema, SP, Brazil","(-23.6816587, -46.6203412)",-23.6816587,-46.6203412
318,"Diamante, Paraíba","Diamante - State of Paraíba, Brazil","(-7.4255441, -38.2628619)",-7.4255441,-38.2628619
319,"Diamantina, Minas Gerais","Diamantina - State of Minas Gerais, 39100-000, Brazil","(-18.1759901, -43.7142484)",-18.1759901,-43.7142484
320,"Divinópolis do tocantins, Tocantins","Divinópolis do Tocantins - State of Tocantins, 77670-000, Brazil","(-9.7986763, -49.21813789999999)",-9.7986763,-49.21813789999999
321,"Dois vizinhos, Paraná","Dois Vizinhos, PR, 85660-000, Brazil","(-25.7464549, -53.0615734)",-25.7464549,-53.0615734
322,"Dom eliseu, Pará","Dom Eliseu - State of Pará, 68633-000, Brazil","(-4.2931403, -47.55700299999999)",-4.2931403,-47.55700299999999
323,"Dom pedro, Maranhão","Dom Pedro - MA, Brazil","(-5.0378468, -44.4371029)",-5.0378468,-44.4371029
324,"Dona inês, Paraíba","Dona Inês - State of Paraíba, Brazil","(-6.6082449, -35.6314191)",-6.6082449,-35.6314191
325,"Dourados, Mato Grosso do Sul","Dourados - State of Mato Grosso do Sul, Brazil","(-22.2272034, -54.82912589999999)",-22.2272034,-54.82912589999999
326,"Dourados, Rio Grande do Norte","R. Irmã Vitória, 706 - Nossa Sra. da Apresentação, Natal - RN, 59106-020, Brazil","(-5.7621915, -35.2710023)",-5.7621915,-35.2710023
327,"Doutor severiano, Rio Grande do Norte","Doutor Severiano - State of Rio Grande do Norte, Brazil","(-6.0956775, -38.3759661)",-6.0956775,-38.3759661
328,"Duque de caxias, Rio de Janeiro","Duque de Caxias, State of Rio de Janeiro, Brazil","(-22.7862985, -43.3053106)",-22.7862985,-43.3053106
329,"Elias fausto, São Paulo","Elias Fausto, State of São Paulo, 13350-000, Brazil","(-23.0432476, -47.368765)",-23.0432476,-47.368765
330,"Embu, São Paulo","Embu das Artes - Jardim Branca Flor, Embu - State of São Paulo, Brazil","(-23.6515085, -46.8521864)",-23.6515085,-46.8521864
331,"Encanto, Rio Grande do Norte","Encanto - State of Rio Grande do Norte, Brazil","(-6.141610099999999, -38.29549)",-6.141610099999999,-38.29549
332,"Entre rios, Bahia","Entre Rios, State of Bahia, 48180-000, Brazil","(-11.9441553, -38.08417379999999)",-11.9441553,-38.08417379999999
333,"Entre-ijuís, Rio Grande do Sul","Entre-Ijuís - RS, 98855-000, Brazil","(-28.3629712, -54.2681185)",-28.3629712,-54.2681185
334,"Equador, Paraíba","Equador - State of Rio Grande do Norte, 59355-000, Brazil","(-6.8757534, -36.6741487)",-6.8757534,-36.6741487
335,"Equador, Rio Grande do Norte","Equador - State of Rio Grande do Norte, 59355-000, Brazil","(-6.8757534, -36.6741487)",-6.8757534,-36.6741487
336,"Erechim, Rio Grande do Sul","Erechim - RS, Brazil","(-27.6349118, -52.2735436)",-27.6349118,-52.2735436
337,"Ererê, Ceará","Ererê - State of Ceará, Brazil","(-6.0321235, -38.3493661)",-6.0321235,-38.3493661
338,"Escada, Pernambuco","Escada, PE, 55500-000, Brazil","(-8.357135099999999, -35.2243997)",-8.357135099999999,-35.2243997
339,"Esperança, Paraíba","Esperança, State of Paraíba, 58135-000, Brazil","(-7.020473099999999, -35.8574649)",-7.020473099999999,-35.8574649
340,"Espinosa, Minas Gerais","Espinosa - State of Minas Gerais, Brazil","(-14.9206225, -42.8110986)",-14.9206225,-42.8110986
341,"Espumoso, Rio Grande do Sul","Espumoso, RS, Brazil","(-28.7245183, -52.8444231)",-28.7245183,-52.8444231
342,"Espírito santo, Rio Grande do Norte","Espírito Santo - State of Rio Grande do Norte, Brazil","(-6.332205200000001, -35.3094725)",-6.332205200000001,-35.3094725
343,"Esteio, Rio Grande do Sul","Esteio - RS, Brazil","(-29.8526096, -51.1846592)",-29.8526096,-51.1846592
344,"Estrela do norte, Goiás","Estrela do Norte - State of Goiás, 76485-000, Brazil","(-13.8178168, -49.1019233)",-13.8178168,-49.1019233
345,"Estrela, Rio Grande do Sul","Estrela, RS, Brazil","(-29.4870091, -51.95433939999999)",-29.4870091,-51.95433939999999
346,"Eunápolis, Bahia","Eunápolis - State of Bahia, Brazil","(-16.3717837, -39.5818005)",-16.3717837,-39.5818005
347,"Extremoz, Não Informado","Extremoz - State of Rio Grande do Norte, Brazil","(-5.7059334, -35.3032689)",-5.7059334,-35.3032689
348,"Extremoz, Rio Grande do Norte","Extremoz - State of Rio Grande do Norte, Brazil","(-5.7059334, -35.3032689)",-5.7059334,-35.3032689
349,"Fama, Minas Gerais","Fama - State of Minas Gerais, Brazil","(-21.4722569, -45.8316222)",-21.4722569,-45.8316222
350,"Feira de santana, Bahia","Feira de Santana - Maria Quitéria, Feira de Santana - State of Bahia, Brazil","(-12.2597272, -38.9646608)",-12.2597272,-38.9646608
351,"Felipe guerra, Rio Grande do Norte","Felipe Guerra - State of Rio Grande do Norte, Brazil","(-5.5972266, -37.6972443)",-5.5972266,-37.6972443
352,"Fernando pedroza, Rio Grande do Norte","Fernando Pedroza - State of Rio Grande do Norte, 59517-000, Brazil","(-5.6975859, -36.5315229)",-5.6975859,-36.5315229
353,"Fernandópolis, São Paulo","Fernandópolis, SP, 15600-000, Brazil","(-20.2810232, -50.2475804)",-20.2810232,-50.2475804
354,"Ferraz de vasconcelos, São Paulo","Ferraz de Vasconcelos - Cidade Kemel, Ferraz de Vasconcelos - State of São Paulo, Brazil","(-23.5289582, -46.3635823)",-23.5289582,-46.3635823
355,"Figueira, Paraná","Figueira - State of Paraná, Brazil","(-23.84875, -50.4059797)",-23.84875,-50.4059797
356,"Flexeiras, Alagoas","Flexeiras - State of Alagoas, Brazil","(-9.277274499999999, -35.723615)",-9.277274499999999,-35.723615
357,"Florania, Rio Grande do Norte","Florânia - State of Rio Grande do Norte, Brazil","(-6.127052, -36.818227)",-6.127052,-36.818227
358,"Floriano, Piauí","Floriano - State of Piauí, Brazil","(-6.7769216, -43.0226305)",-6.7769216,-43.0226305
359,"Florianópolis, Rio Grande do Norte","R. Júlio da Silva Rodrigues, 206 - Carianos, Florianópolis - SC, 88047-616, Brazil","(-27.6675775, -48.5327717)",-27.6675775,-48.5327717
360,"Florianópolis, Santa Catarina","Florianópolis - State of Santa Catarina, Brazil","(-27.5948698, -48.54821949999999)",-27.5948698,-48.54821949999999
361,"Florânia, Não Informado","Florânia - State of Rio Grande do Norte, Brazil","(-6.127052, -36.818227)",-6.127052,-36.818227
362,"Florânia, Rio Grande do Norte","Florânia - State of Rio Grande do Norte, Brazil","(-6.127052, -36.818227)",-6.127052,-36.818227
363,"Fortaleza, Ceará","Fortaleza - State of Ceará, Brazil","(-3.7327144, -38.5269981)",-3.7327144,-38.5269981
364,"Fortaleza, Não Informado","Fortaleza - State of Ceará, Brazil","(-3.7327144, -38.5269981)",-3.7327144,-38.5269981
365,"Fortaleza, Rio Grande do Norte","Av. Pres. Café Filho, 1 - Praia do Meio, Natal - RN, 59010-000, Brazil","(-5.7563711, -35.194908)",-5.7563711,-35.194908
366,"Foz do iguaçu, Paraná","Foz do Iguaçu, State of Paraná, Brazil","(-25.5163356, -54.58537639999999)",-25.5163356,-54.58537639999999
367,"Franca, Rio Grande do Norte","R. Potengi, 459 - Petrópolis, Natal - RN, 59020-405, Brazil","(-5.7839084, -35.2001983)",-5.7839084,-35.2001983
368,"Franca, São Paulo","Franca, SP, Brazil","(-20.5393288, -47.4013437)",-20.5393288,-47.4013437
369,"Francisco dantas, Rio Grande do Norte","Francisco Dantas - State of Rio Grande do Norte, Brazil","(-6.0882496, -38.1234684)",-6.0882496,-38.1234684
370,"Francisco morato, São Paulo","Francisco Morato, SP, Brazil","(-23.2794319, -46.7448066)",-23.2794319,-46.7448066
371,"Franco da rocha, São Paulo","Franco da Rocha, State of São Paulo, Brazil","(-23.3233727, -46.7294577)",-23.3233727,-46.7294577
372,"Frei martinho, Paraíba","Frei Martinho - State of Paraíba, Brazil","(-6.398487299999999, -36.4580775)",-6.398487299999999,-36.4580775
373,"Fronteiras, Piauí","Fronteiras - State of Piauí, Brazil","(-7.088487199999999, -40.6151144)",-7.088487199999999,-40.6151144
374,"Frutuoso gomes, Não Informado","Frutuoso Gomes, RN, 59890-000, Brazil","(-6.1570849, -37.8378324)",-6.1570849,-37.8378324
375,"Frutuoso gomes, Rio Grande do Norte","Frutuoso Gomes, RN, 59890-000, Brazil","(-6.1570849, -37.8378324)",-6.1570849,-37.8378324
376,"Galinhos, Goiás","Galinhos - State of Rio Grande do Norte, Brazil","(-5.1425138, -36.2196853)",-5.1425138,-36.2196853
377,"Galinhos, Rio Grande do Norte","Galinhos - State of Rio Grande do Norte, Brazil","(-5.1425138, -36.2196853)",-5.1425138,-36.2196853
378,"Gama, Distrito Federal","Gama, Brasília - DF, Brazil","(-16.0160682, -48.0682555)",-16.0160682,-48.0682555
379,"Garanhuns, Pernambuco","Garanhuns - State of Pernambuco, Brazil","(-8.882855100000002, -36.4969127)",-8.882855100000002,-36.4969127
380,"Garça, São Paulo","Garça, State of São Paulo, 17400-000, Brazil","(-22.2131635, -49.65553939999999)",-22.2131635,-49.65553939999999
381,"Gaspar, Santa Catarina","Gaspar, SC, 89114-442, Brazil","(-26.9340955, -48.9539069)",-26.9340955,-48.9539069
382,"Glória do goitá, Pernambuco","Glória do Goitá, PE, 55620-000, Brazil","(-7.9995755, -35.2947008)",-7.9995755,-35.2947008
383,"Godofredo viana, Maranhão","Godofredo Viana - State of Maranhão, Brazil","(-1.4159452, -45.7717842)",-1.4159452,-45.7717842
384,"Goiana, Pernambuco","Goiana, State of Pernambuco, 55900-000, Brazil","(-7.5630149, -35.0131428)",-7.5630149,-35.0131428
385,"Goianinha, Não Informado","Goianinha - State of Rio Grande do Norte, Brazil","(-6.2658915, -35.2103073)",-6.2658915,-35.2103073
386,"Goianinha, Rio Grande do Norte","Goianinha - State of Rio Grande do Norte, Brazil","(-6.2658915, -35.2103073)",-6.2658915,-35.2103073
387,"Goiatuba, Goiás","Goiatuba - State of Goiás, 75600-000, Brazil","(-18.0127526, -49.36668419999999)",-18.0127526,-49.36668419999999
388,"Goiânia, Goiás","Goiânia - State of Goiás, Brazil","(-16.6868982, -49.2648114)",-16.6868982,-49.2648114
389,"Governador dix-sept rosado, Rio Grande do Norte","Governador Dix-Sept Rosado - State of Rio Grande do Norte, Brazil","(-5.457886999999999, -37.5211978)",-5.457886999999999,-37.5211978
390,"Governador newton bello, Maranhão","Governador Newton Bello - State of Maranhão, Brazil","(-3.4271347, -45.669563)",-3.4271347,-45.669563
391,"Governador valadares, Minas Gerais","Governador Valadares, State of Minas Gerais, Brazil","(-18.8549317, -41.95592329999999)",-18.8549317,-41.95592329999999
392,"Gramado, Rio Grande do Sul","Gramado, RS, Brazil","(-29.3745686, -50.876435)",-29.3745686,-50.876435
393,"Gravataí, Rio Grande do Sul","Gravataí - RS, Brazil","(-29.8727699, -50.9706116)",-29.8727699,-50.9706116
394,"Gravatá, Pernambuco","Gravatá, PE, Brazil","(-8.2116007, -35.5677787)",-8.2116007,-35.5677787
